LocationType,Location,Age group,TimeFrame,DataFormat,Data
State,South Carolina,Total less than 18,2002,Number,1020531
State,South Carolina,0 to 4,2002,Number,272167
State,South Carolina,5 to 11,2002,Number,393922
State,South Carolina,12 to 14,2002,Number,181166
State,South Carolina,15 to 17,2002,Number,173276
State,South Carolina,Total less than 18,2003,Percent,1
State,South Carolina,0 to 4,2003,Percent,0.27
State,South Carolina,5 to 11,2003,Percent,0.38
State,South Carolina,12 to 14,2003,Percent,0.18
State,South Carolina,15 to 17,2003,Percent,0.17
State,South Carolina,Total less than 18,2002,Percent,1
State,South Carolina,0 to 4,2002,Percent,0.27
State,South Carolina,5 to 11,2002,Percent,0.39
State,South Carolina,12 to 14,2002,Percent,0.18
State,South Carolina,15 to 17,2002,Percent,0.17
State,South Carolina,Total less than 18,2001,Percent,1
State,South Carolina,0 to 4,2001,Percent,0.26
State,South Carolina,5 to 11,2001,Percent,0.39
State,South Carolina,12 to 14,2001,Percent,0.17
State,South Carolina,15 to 17,2001,Percent,0.17
State,South Carolina,Total less than 18,2000,Percent,1
State,South Carolina,0 to 4,2000,Percent,0.26
State,South Carolina,5 to 11,2000,Percent,0.4
State,South Carolina,12 to 14,2000,Percent,0.17
State,South Carolina,15 to 17,2000,Percent,0.17
State,South Carolina,Total less than 18,2001,Number,1016134
State,South Carolina,0 to 4,2001,Number,268388
State,South Carolina,5 to 11,2001,Number,401127
State,South Carolina,12 to 14,2001,Number,174846
State,South Carolina,15 to 17,2001,Number,171773
State,South Carolina,Total less than 18,2000,Number,1010641
State,South Carolina,0 to 4,2000,Number,264500
State,South Carolina,5 to 11,2000,Number,405270
State,South Carolina,12 to 14,2000,Number,170585
State,South Carolina,15 to 17,2000,Number,170286
State,South Carolina,Total less than 18,1999,Number,1007050
State,South Carolina,15 to 17,1999,Number,169924
State,South Carolina,12 to 14,1999,Number,168939
State,South Carolina,5 to 11,1999,Number,406121
State,South Carolina,0 to 4,1999,Number,262066
State,South Carolina,12 to 14,1999,Percent,0.17
State,South Carolina,15 to 17,1999,Percent,0.17
State,South Carolina,Total less than 18,1999,Percent,1
State,South Carolina,0 to 4,1999,Percent,0.26
State,South Carolina,5 to 11,1999,Percent,0.4
State,South Carolina,Total less than 18,1998,Percent,1
State,South Carolina,15 to 17,1998,Percent,0.17
State,South Carolina,12 to 14,1998,Percent,0.17
State,South Carolina,5 to 11,1998,Percent,0.4
State,South Carolina,0 to 4,1998,Percent,0.26
State,South Carolina,0 to 4,1998,Number,261052
State,South Carolina,5 to 11,1998,Number,406116
State,South Carolina,12 to 14,1998,Number,167332
State,South Carolina,Total less than 18,1998,Number,1006371
State,South Carolina,15 to 17,1998,Number,171871
State,South Carolina,0 to 4,1997,Percent,0.26
State,South Carolina,5 to 11,1997,Percent,0.4
State,South Carolina,12 to 14,1997,Percent,0.17
State,South Carolina,15 to 17,1997,Percent,0.17
State,South Carolina,Total less than 18,1997,Percent,1
State,South Carolina,Total less than 18,1997,Number,1001681
State,South Carolina,15 to 17,1997,Number,172085
State,South Carolina,12 to 14,1997,Number,166097
State,South Carolina,5 to 11,1997,Number,401994
State,South Carolina,0 to 4,1997,Number,261505
State,South Carolina,0 to 4,1996,Percent,0.27
State,South Carolina,Total less than 18,1996,Percent,1
State,South Carolina,15 to 17,1996,Percent,0.17
State,South Carolina,12 to 14,1996,Percent,0.17
State,South Carolina,5 to 11,1996,Percent,0.4
State,South Carolina,0 to 4,1996,Number,262908
State,South Carolina,5 to 11,1996,Number,391901
State,South Carolina,12 to 14,1996,Number,164323
State,South Carolina,15 to 17,1996,Number,168444
State,South Carolina,Total less than 18,1996,Number,987576
State,South Carolina,5 to 11,1995,Percent,0.39
State,South Carolina,12 to 14,1995,Percent,0.17
State,South Carolina,15 to 17,1995,Percent,0.17
State,South Carolina,Total less than 18,1995,Percent,1
State,South Carolina,0 to 4,1995,Percent,0.27
State,South Carolina,Total less than 18,1995,Number,975884
State,South Carolina,15 to 17,1995,Number,164739
State,South Carolina,12 to 14,1995,Number,164095
State,South Carolina,5 to 11,1995,Number,380358
State,South Carolina,0 to 4,1995,Number,266692
State,South Carolina,Total less than 18,1993,Number,956951
State,South Carolina,12 to 14,1993,Number,160695
State,South Carolina,5 to 11,1993,Number,366643
State,South Carolina,0 to 4,1993,Number,273197
State,South Carolina,15 to 17,1993,Number,156416
State,South Carolina,0 to 4,1994,Percent,0.28
State,South Carolina,Total less than 18,1994,Percent,1
State,South Carolina,15 to 17,1994,Percent,0.17
State,South Carolina,12 to 14,1994,Percent,0.17
State,South Carolina,5 to 11,1994,Percent,0.38
State,South Carolina,0 to 4,1994,Number,271896
State,South Carolina,5 to 11,1994,Number,372881
State,South Carolina,12 to 14,1994,Number,164217
State,South Carolina,15 to 17,1994,Number,160772
State,South Carolina,Total less than 18,1994,Number,969766
State,South Carolina,5 to 11,1993,Percent,0.38
State,South Carolina,12 to 14,1993,Percent,0.17
State,South Carolina,15 to 17,1993,Percent,0.16
State,South Carolina,Total less than 18,1993,Percent,1
State,South Carolina,0 to 4,1993,Percent,0.29
State,South Carolina,0 to 4,1992,Percent,0.29
State,South Carolina,Total less than 18,1992,Percent,1
State,South Carolina,15 to 17,1992,Percent,0.16
State,South Carolina,12 to 14,1992,Percent,0.17
State,South Carolina,5 to 11,1992,Percent,0.38
State,South Carolina,0 to 4,1992,Number,272307
State,South Carolina,5 to 11,1992,Number,363815
State,South Carolina,12 to 14,1992,Number,157252
State,South Carolina,Total less than 18,1992,Number,947868
State,South Carolina,15 to 17,1992,Number,154494
State,South Carolina,12 to 14,1991,Percent,0.16
State,South Carolina,15 to 17,1991,Percent,0.16
State,South Carolina,Total less than 18,1991,Percent,1
State,South Carolina,0 to 4,1991,Percent,0.29
State,South Carolina,5 to 11,1991,Percent,0.39
State,South Carolina,Total less than 18,1991,Number,936122
State,South Carolina,12 to 14,1991,Number,153035
State,South Carolina,5 to 11,1991,Number,362323
State,South Carolina,0 to 4,1991,Number,268362
State,South Carolina,15 to 17,1991,Number,152402
State,South Carolina,0 to 4,1990,Percent,0.28
State,South Carolina,Total less than 18,1990,Percent,1
State,South Carolina,15 to 17,1990,Percent,0.17
State,South Carolina,12 to 14,1990,Percent,0.16
State,South Carolina,5 to 11,1990,Percent,0.39
State,South Carolina,0 to 4,1990,Number,261856
State,South Carolina,5 to 11,1990,Number,357582
State,South Carolina,12 to 14,1990,Number,148320
State,South Carolina,Total less than 18,1990,Number,921041
State,South Carolina,15 to 17,1990,Number,153283
State,South Dakota,0 to 4,1990,Number,55120
State,South Dakota,5 to 11,1990,Number,82353
State,South Dakota,15 to 17,1990,Number,29992
State,South Dakota,Total less than 18,1990,Number,199453
State,South Dakota,12 to 14,1990,Number,31988
State,South Dakota,0 to 4,1990,Percent,0.28
State,South Dakota,15 to 17,1990,Percent,0.15
State,South Dakota,Total less than 18,1990,Percent,1
State,South Dakota,12 to 14,1990,Percent,0.16
State,South Dakota,5 to 11,1990,Percent,0.41
State,South Dakota,12 to 14,1991,Number,33501
State,South Dakota,Total less than 18,1991,Number,201749
State,South Dakota,15 to 17,1991,Number,30945
State,South Dakota,5 to 11,1991,Number,82730
State,South Dakota,0 to 4,1991,Number,54573
State,South Dakota,12 to 14,1991,Percent,0.17
State,South Dakota,15 to 17,1991,Percent,0.15
State,South Dakota,0 to 4,1991,Percent,0.27
State,South Dakota,5 to 11,1991,Percent,0.41
State,South Dakota,Total less than 18,1991,Percent,1
State,South Dakota,0 to 4,1992,Number,54906
State,South Dakota,5 to 11,1992,Number,83485
State,South Dakota,15 to 17,1992,Number,32653
State,South Dakota,Total less than 18,1992,Number,206632
State,South Dakota,12 to 14,1992,Number,35588
State,South Dakota,5 to 11,1992,Percent,0.4
State,South Dakota,0 to 4,1992,Percent,0.27
State,South Dakota,Total less than 18,1992,Percent,1
State,South Dakota,15 to 17,1992,Percent,0.16
State,South Dakota,12 to 14,1992,Percent,0.17
State,South Dakota,Total less than 18,1993,Percent,1
State,South Dakota,12 to 14,1993,Percent,0.18
State,South Dakota,15 to 17,1993,Percent,0.16
State,South Dakota,0 to 4,1993,Percent,0.26
State,South Dakota,5 to 11,1993,Percent,0.4
State,South Dakota,0 to 4,1994,Number,53329
State,South Dakota,5 to 11,1994,Number,82187
State,South Dakota,15 to 17,1994,Number,35182
State,South Dakota,Total less than 18,1994,Number,208443
State,South Dakota,12 to 14,1994,Number,37745
State,South Dakota,5 to 11,1994,Percent,0.39
State,South Dakota,0 to 4,1994,Percent,0.26
State,South Dakota,Total less than 18,1994,Percent,1
State,South Dakota,15 to 17,1994,Percent,0.17
State,South Dakota,12 to 14,1994,Percent,0.18
State,South Dakota,12 to 14,1993,Number,36966
State,South Dakota,Total less than 18,1993,Number,207975
State,South Dakota,15 to 17,1993,Number,33732
State,South Dakota,5 to 11,1993,Number,82982
State,South Dakota,0 to 4,1993,Number,54295
State,South Dakota,12 to 14,1995,Number,37734
State,South Dakota,Total less than 18,1995,Number,207890
State,South Dakota,15 to 17,1995,Number,36668
State,South Dakota,5 to 11,1995,Number,81396
State,South Dakota,0 to 4,1995,Number,52092
State,South Dakota,12 to 14,1995,Percent,0.18
State,South Dakota,15 to 17,1995,Percent,0.18
State,South Dakota,Total less than 18,1995,Percent,1
State,South Dakota,5 to 11,1995,Percent,0.39
State,South Dakota,0 to 4,1995,Percent,0.25
State,South Dakota,0 to 4,1996,Number,51061
State,South Dakota,5 to 11,1996,Number,80004
State,South Dakota,15 to 17,1996,Number,37681
State,South Dakota,Total less than 18,1996,Number,205780
State,South Dakota,12 to 14,1996,Number,37034
State,South Dakota,15 to 17,1996,Percent,0.18
State,South Dakota,12 to 14,1996,Percent,0.18
State,South Dakota,0 to 4,1996,Percent,0.25
State,South Dakota,5 to 11,1996,Percent,0.39
State,South Dakota,Total less than 18,1996,Percent,1
State,South Dakota,12 to 14,1997,Number,37057
State,South Dakota,Total less than 18,1997,Number,205978
State,South Dakota,15 to 17,1997,Number,38437
State,South Dakota,5 to 11,1997,Number,79711
State,South Dakota,0 to 4,1997,Number,50773
State,South Dakota,12 to 14,1997,Percent,0.18
State,South Dakota,15 to 17,1997,Percent,0.19
State,South Dakota,Total less than 18,1997,Percent,1
State,South Dakota,5 to 11,1997,Percent,0.39
State,South Dakota,0 to 4,1997,Percent,0.25
State,South Dakota,0 to 4,1998,Number,50590
State,South Dakota,5 to 11,1998,Number,79329
State,South Dakota,15 to 17,1998,Number,38286
State,South Dakota,Total less than 18,1998,Number,204786
State,South Dakota,12 to 14,1998,Number,36581
State,South Dakota,Total less than 18,1998,Percent,1
State,South Dakota,15 to 17,1998,Percent,0.19
State,South Dakota,12 to 14,1998,Percent,0.18
State,South Dakota,0 to 4,1998,Percent,0.25
State,South Dakota,5 to 11,1998,Percent,0.39
State,South Dakota,5 to 11,1999,Percent,0.39
State,South Dakota,0 to 4,1999,Percent,0.25
State,South Dakota,12 to 14,1999,Percent,0.18
State,South Dakota,15 to 17,1999,Percent,0.19
State,South Dakota,Total less than 18,1999,Percent,1
State,South Dakota,12 to 14,1999,Number,36462
State,South Dakota,Total less than 18,1999,Number,203737
State,South Dakota,15 to 17,1999,Number,37899
State,South Dakota,5 to 11,1999,Number,78652
State,South Dakota,0 to 4,1999,Number,50724
State,South Dakota,Total less than 18,2000,Number,202681
State,South Dakota,0 to 4,2000,Number,51041
State,South Dakota,5 to 11,2000,Number,77736
State,South Dakota,12 to 14,2000,Number,36139
State,South Dakota,15 to 17,2000,Number,37765
State,South Dakota,Total less than 18,2001,Number,200795
State,South Dakota,0 to 4,2001,Number,50900
State,South Dakota,5 to 11,2001,Number,76727
State,South Dakota,12 to 14,2001,Number,35554
State,South Dakota,15 to 17,2001,Number,37614
State,South Dakota,Total less than 18,2000,Percent,1
State,South Dakota,0 to 4,2000,Percent,0.25
State,South Dakota,5 to 11,2000,Percent,0.38
State,South Dakota,12 to 14,2000,Percent,0.18
State,South Dakota,15 to 17,2000,Percent,0.19
State,South Dakota,Total less than 18,2001,Percent,1
State,South Dakota,0 to 4,2001,Percent,0.25
State,South Dakota,5 to 11,2001,Percent,0.38
State,South Dakota,12 to 14,2001,Percent,0.18
State,South Dakota,15 to 17,2001,Percent,0.19
State,South Dakota,Total less than 18,2002,Percent,1
State,South Dakota,0 to 4,2002,Percent,0.26
State,South Dakota,5 to 11,2002,Percent,0.38
State,South Dakota,12 to 14,2002,Percent,0.18
State,South Dakota,15 to 17,2002,Percent,0.19
State,South Dakota,Total less than 18,2003,Percent,1
State,South Dakota,0 to 4,2003,Percent,0.26
State,South Dakota,5 to 11,2003,Percent,0.38
State,South Dakota,12 to 14,2003,Percent,0.18
State,South Dakota,15 to 17,2003,Percent,0.18
State,South Dakota,Total less than 18,2002,Number,198694
State,South Dakota,0 to 4,2002,Number,50862
State,South Dakota,5 to 11,2002,Number,75375
State,South Dakota,12 to 14,2002,Number,35381
State,South Dakota,15 to 17,2002,Number,37076
State,South Dakota,Total less than 18,2003,Number,197326
State,South Dakota,0 to 4,2003,Number,51509
State,South Dakota,5 to 11,2003,Number,74325
State,South Dakota,12 to 14,2003,Number,35011
State,South Dakota,15 to 17,2003,Number,36481
State,South Dakota,Total less than 18,2004,Number,196804
State,South Dakota,0 to 4,2004,Number,52485
State,South Dakota,5 to 11,2004,Number,73718
State,South Dakota,12 to 14,2004,Number,34618
State,South Dakota,15 to 17,2004,Number,35983
State,South Dakota,Total less than 18,2004,Percent,1
State,South Dakota,0 to 4,2004,Percent,0.27
State,South Dakota,5 to 11,2004,Percent,0.37
State,South Dakota,12 to 14,2004,Percent,0.18
State,South Dakota,15 to 17,2004,Percent,0.18
State,South Dakota,Total less than 18,2005,Percent,1
State,South Dakota,0 to 4,2005,Percent,0.27
State,South Dakota,5 to 11,2005,Percent,0.37
State,South Dakota,12 to 14,2005,Percent,0.17
State,South Dakota,15 to 17,2005,Percent,0.18
State,South Dakota,Total less than 18,2005,Number,196476
State,South Dakota,0 to 4,2005,Number,53387
State,South Dakota,5 to 11,2005,Number,73613
State,South Dakota,12 to 14,2005,Number,33737
State,South Dakota,15 to 17,2005,Number,35739
State,South Dakota,Total less than 18,2006,Percent,1
State,South Dakota,0 to 4,2006,Percent,0.28
State,South Dakota,5 to 11,2006,Percent,0.37
State,South Dakota,12 to 14,2006,Percent,0.17
State,South Dakota,15 to 17,2006,Percent,0.18
State,South Dakota,Total less than 18,2006,Number,197332
State,South Dakota,0 to 4,2006,Number,54768
State,South Dakota,5 to 11,2006,Number,73600
State,South Dakota,12 to 14,2006,Number,33550
State,South Dakota,15 to 17,2006,Number,35414
State,South Dakota,Total less than 18,2007,Percent,1
State,South Dakota,0 to 4,2007,Percent,0.28
State,South Dakota,5 to 11,2007,Percent,0.37
State,South Dakota,12 to 14,2007,Percent,0.17
State,South Dakota,15 to 17,2007,Percent,0.18
State,South Dakota,Total less than 18,2007,Number,198847
State,South Dakota,0 to 4,2007,Number,56508
State,South Dakota,5 to 11,2007,Number,74249
State,South Dakota,12 to 14,2007,Number,32885
State,South Dakota,15 to 17,2007,Number,35205
State,South Dakota,Total less than 18,2008,Number,199848
State,South Dakota,0 to 4,2008,Number,57745
State,South Dakota,5 to 11,2008,Number,74877
State,South Dakota,12 to 14,2008,Number,32672
State,South Dakota,15 to 17,2008,Number,34554
State,South Dakota,Total less than 18,2008,Percent,1
State,South Dakota,0 to 4,2008,Percent,0.29
State,South Dakota,5 to 11,2008,Percent,0.37
State,South Dakota,12 to 14,2008,Percent,0.16
State,South Dakota,15 to 17,2008,Percent,0.17
State,South Dakota,0 to 4,2013,Percent,0.29
State,South Dakota,12 to 14,2013,Percent,0.16
State,South Dakota,15 to 17,2013,Percent,0.16
State,South Dakota,5 to 11,2013,Percent,0.39
State,South Dakota,Total less than 18,2013,Percent,1
State,South Dakota,0 to 4,2013,Number,60012
State,South Dakota,12 to 14,2013,Number,33019
State,South Dakota,15 to 17,2013,Number,32695
State,South Dakota,5 to 11,2013,Number,82039
State,South Dakota,Total less than 18,2013,Number,207765
State,South Dakota,0 to 4,2018,Number,62132
State,South Dakota,12 to 14,2018,Number,36063
State,South Dakota,15 to 17,2018,Number,33830
State,South Dakota,5 to 11,2018,Number,85581
State,South Dakota,Total less than 18,2018,Number,217606
State,South Dakota,Total less than 18,2009,Percent,1
State,South Dakota,0 to 4,2009,Percent,0.29
State,South Dakota,5 to 11,2009,Percent,0.38
State,South Dakota,12 to 14,2009,Percent,0.16
State,South Dakota,15 to 17,2009,Percent,0.17
State,South Dakota,Total less than 18,2009,Number,201204
State,South Dakota,0 to 4,2009,Number,58715
State,South Dakota,5 to 11,2009,Number,76172
State,South Dakota,12 to 14,2009,Number,32116
State,South Dakota,15 to 17,2009,Number,34201
State,South Dakota,0 to 4,2018,Percent,0.29
State,South Dakota,12 to 14,2018,Percent,0.17
State,South Dakota,15 to 17,2018,Percent,0.16
State,South Dakota,5 to 11,2018,Percent,0.39
State,South Dakota,Total less than 18,2018,Percent,1
State,South Dakota,0 to 4,2010,Percent,0.29
State,South Dakota,12 to 14,2010,Percent,0.16
State,South Dakota,15 to 17,2010,Percent,0.17
State,South Dakota,5 to 11,2010,Percent,0.38
State,South Dakota,Total less than 18,2010,Percent,1
State,South Dakota,0 to 4,2010,Number,59792
State,South Dakota,12 to 14,2010,Number,32165
State,South Dakota,15 to 17,2010,Number,33577
State,South Dakota,5 to 11,2010,Number,77678
State,South Dakota,Total less than 18,2010,Number,203212
State,South Dakota,0 to 4,2015,Number,60909
State,South Dakota,12 to 14,2015,Number,33119
State,South Dakota,15 to 17,2015,Number,33163
State,South Dakota,5 to 11,2015,Number,83964
State,South Dakota,Total less than 18,2015,Number,211155
State,South Dakota,0 to 4,2015,Percent,0.29
State,South Dakota,12 to 14,2015,Percent,0.16
State,South Dakota,15 to 17,2015,Percent,0.16
State,South Dakota,5 to 11,2015,Percent,0.4
State,South Dakota,Total less than 18,2015,Percent,1
State,South Dakota,0 to 4,2011,Number,59914
State,South Dakota,12 to 14,2011,Number,32307
State,South Dakota,15 to 17,2011,Number,33044
State,South Dakota,5 to 11,2011,Number,78757
State,South Dakota,Total less than 18,2011,Number,204022
State,South Dakota,0 to 4,2012,Number,59751
State,South Dakota,12 to 14,2012,Number,32699
State,South Dakota,15 to 17,2012,Number,32827
State,South Dakota,5 to 11,2012,Number,80222
State,South Dakota,Total less than 18,2012,Number,205499
State,South Dakota,0 to 4,2012,Percent,0.29
State,South Dakota,12 to 14,2012,Percent,0.16
State,South Dakota,15 to 17,2012,Percent,0.16
State,South Dakota,5 to 11,2012,Percent,0.39
State,South Dakota,Total less than 18,2012,Percent,1
State,South Dakota,0 to 4,2011,Percent,0.29
State,South Dakota,12 to 14,2011,Percent,0.16
State,South Dakota,15 to 17,2011,Percent,0.16
State,South Dakota,5 to 11,2011,Percent,0.39
State,South Dakota,Total less than 18,2011,Percent,1
State,South Dakota,0 to 4,2014,Percent,0.29
State,South Dakota,12 to 14,2014,Percent,0.16
State,South Dakota,15 to 17,2014,Percent,0.16
State,South Dakota,5 to 11,2014,Percent,0.4
State,South Dakota,Total less than 18,2014,Percent,1
State,South Dakota,0 to 4,2014,Number,60580
State,South Dakota,12 to 14,2014,Number,33032
State,South Dakota,15 to 17,2014,Number,32949
State,South Dakota,5 to 11,2014,Number,83092
State,South Dakota,Total less than 18,2014,Number,209653
State,South Dakota,0 to 4,2016,Number,61662
State,South Dakota,12 to 14,2016,Number,34054
State,South Dakota,15 to 17,2016,Number,33558
State,South Dakota,5 to 11,2016,Number,84489
State,South Dakota,Total less than 18,2016,Number,213763
State,South Dakota,0 to 4,2016,Percent,0.29
State,South Dakota,12 to 14,2016,Percent,0.16
State,South Dakota,15 to 17,2016,Percent,0.16
State,South Dakota,5 to 11,2016,Percent,0.4
State,South Dakota,Total less than 18,2016,Percent,1
State,South Dakota,0 to 4,2017,Number,62131
State,South Dakota,12 to 14,2017,Number,35101
State,South Dakota,15 to 17,2017,Number,33677
State,South Dakota,5 to 11,2017,Number,85242
State,South Dakota,Total less than 18,2017,Number,216151
State,South Dakota,0 to 4,2017,Percent,0.29
State,South Dakota,12 to 14,2017,Percent,0.16
State,South Dakota,15 to 17,2017,Percent,0.16
State,South Dakota,5 to 11,2017,Percent,0.39
State,South Dakota,Total less than 18,2017,Percent,1
State,Tennessee,0 to 4,2017,Percent,0.27
State,Tennessee,12 to 14,2017,Percent,0.17
State,Tennessee,15 to 17,2017,Percent,0.17
State,Tennessee,5 to 11,2017,Percent,0.39
State,Tennessee,Total less than 18,2017,Percent,1
State,Tennessee,0 to 4,2017,Number,406830
State,Tennessee,12 to 14,2017,Number,253925
State,Tennessee,15 to 17,2017,Number,259401
State,Tennessee,5 to 11,2017,Number,586042
State,Tennessee,Total less than 18,2017,Number,1506198
State,Tennessee,0 to 4,2016,Percent,0.27
State,Tennessee,12 to 14,2016,Percent,0.17
State,Tennessee,15 to 17,2016,Percent,0.17
State,Tennessee,5 to 11,2016,Percent,0.39
State,Tennessee,Total less than 18,2016,Percent,1
State,Tennessee,0 to 4,2016,Number,405705
State,Tennessee,12 to 14,2016,Number,252225
State,Tennessee,15 to 17,2016,Number,260105
State,Tennessee,5 to 11,2016,Number,584837
State,Tennessee,Total less than 18,2016,Number,1502872
State,Tennessee,0 to 4,2014,Percent,0.27
State,Tennessee,12 to 14,2014,Percent,0.17
State,Tennessee,15 to 17,2014,Percent,0.17
State,Tennessee,5 to 11,2014,Percent,0.39
State,Tennessee,Total less than 18,2014,Percent,1
State,Tennessee,0 to 4,2014,Number,400793
State,Tennessee,12 to 14,2014,Number,255520
State,Tennessee,15 to 17,2014,Number,253680
State,Tennessee,5 to 11,2014,Number,585096
State,Tennessee,Total less than 18,2014,Number,1495089
State,Tennessee,0 to 4,2011,Percent,0.27
State,Tennessee,12 to 14,2011,Percent,0.17
State,Tennessee,15 to 17,2011,Percent,0.17
State,Tennessee,5 to 11,2011,Percent,0.39
State,Tennessee,Total less than 18,2011,Percent,1
State,Tennessee,0 to 4,2011,Number,403736
State,Tennessee,12 to 14,2011,Number,251612
State,Tennessee,15 to 17,2011,Number,253959
State,Tennessee,5 to 11,2011,Number,582103
State,Tennessee,Total less than 18,2011,Number,1491410
State,Tennessee,0 to 4,2012,Percent,0.27
State,Tennessee,12 to 14,2012,Percent,0.17
State,Tennessee,15 to 17,2012,Percent,0.17
State,Tennessee,5 to 11,2012,Percent,0.39
State,Tennessee,Total less than 18,2012,Percent,1
State,Tennessee,0 to 4,2012,Number,402777
State,Tennessee,12 to 14,2012,Number,255264
State,Tennessee,15 to 17,2012,Number,251365
State,Tennessee,5 to 11,2012,Number,582350
State,Tennessee,Total less than 18,2012,Number,1491756
State,Tennessee,0 to 4,2015,Percent,0.27
State,Tennessee,12 to 14,2015,Percent,0.17
State,Tennessee,15 to 17,2015,Percent,0.17
State,Tennessee,5 to 11,2015,Percent,0.39
State,Tennessee,Total less than 18,2015,Percent,1
State,Tennessee,0 to 4,2015,Number,403377
State,Tennessee,12 to 14,2015,Number,252919
State,Tennessee,15 to 17,2015,Number,258026
State,Tennessee,5 to 11,2015,Number,584904
State,Tennessee,Total less than 18,2015,Number,1499226
State,Tennessee,0 to 4,2010,Percent,0.27
State,Tennessee,12 to 14,2010,Percent,0.17
State,Tennessee,15 to 17,2010,Percent,0.17
State,Tennessee,5 to 11,2010,Percent,0.39
State,Tennessee,Total less than 18,2010,Percent,1
State,Tennessee,0 to 4,2010,Number,407044
State,Tennessee,12 to 14,2010,Number,249128
State,Tennessee,15 to 17,2010,Number,256562
State,Tennessee,5 to 11,2010,Number,581956
State,Tennessee,Total less than 18,2010,Number,1494690
State,Tennessee,Total less than 18,2009,Number,1494687
State,Tennessee,0 to 4,2009,Number,407229
State,Tennessee,5 to 11,2009,Number,579511
State,Tennessee,12 to 14,2009,Number,249808
State,Tennessee,15 to 17,2009,Number,258139
State,Tennessee,Total less than 18,2009,Percent,1
State,Tennessee,0 to 4,2009,Percent,0.27
State,Tennessee,5 to 11,2009,Percent,0.39
State,Tennessee,12 to 14,2009,Percent,0.17
State,Tennessee,15 to 17,2009,Percent,0.17
State,Tennessee,0 to 4,2018,Number,406574
State,Tennessee,12 to 14,2018,Number,256421
State,Tennessee,15 to 17,2018,Number,257192
State,Tennessee,5 to 11,2018,Number,586033
State,Tennessee,Total less than 18,2018,Number,1506220
State,Tennessee,0 to 4,2013,Number,400332
State,Tennessee,12 to 14,2013,Number,256663
State,Tennessee,15 to 17,2013,Number,251006
State,Tennessee,5 to 11,2013,Number,584117
State,Tennessee,Total less than 18,2013,Number,1492118
State,Tennessee,0 to 4,2018,Percent,0.27
State,Tennessee,12 to 14,2018,Percent,0.17
State,Tennessee,15 to 17,2018,Percent,0.17
State,Tennessee,5 to 11,2018,Percent,0.39
State,Tennessee,Total less than 18,2018,Percent,1
State,Tennessee,0 to 4,2013,Percent,0.27
State,Tennessee,12 to 14,2013,Percent,0.17
State,Tennessee,15 to 17,2013,Percent,0.17
State,Tennessee,5 to 11,2013,Percent,0.39
State,Tennessee,Total less than 18,2013,Percent,1
State,Tennessee,Total less than 18,2008,Percent,1
State,Tennessee,0 to 4,2008,Percent,0.27
State,Tennessee,5 to 11,2008,Percent,0.38
State,Tennessee,12 to 14,2008,Percent,0.17
State,Tennessee,15 to 17,2008,Percent,0.17
State,Tennessee,Total less than 18,2008,Number,1494354
State,Tennessee,0 to 4,2008,Number,406969
State,Tennessee,5 to 11,2008,Number,575241
State,Tennessee,12 to 14,2008,Number,250724
State,Tennessee,15 to 17,2008,Number,261420
State,Tennessee,Total less than 18,2007,Number,1482747
State,Tennessee,0 to 4,2007,Number,401096
State,Tennessee,5 to 11,2007,Number,568914
State,Tennessee,12 to 14,2007,Number,250368
State,Tennessee,15 to 17,2007,Number,262369
State,Tennessee,Total less than 18,2007,Percent,1
State,Tennessee,0 to 4,2007,Percent,0.27
State,Tennessee,5 to 11,2007,Percent,0.38
State,Tennessee,12 to 14,2007,Percent,0.17
State,Tennessee,15 to 17,2007,Percent,0.18
State,Tennessee,Total less than 18,2006,Number,1470166
State,Tennessee,0 to 4,2006,Number,395602
State,Tennessee,5 to 11,2006,Number,563748
State,Tennessee,12 to 14,2006,Number,250880
State,Tennessee,15 to 17,2006,Number,259936
State,Tennessee,Total less than 18,2006,Percent,1
State,Tennessee,0 to 4,2006,Percent,0.27
State,Tennessee,5 to 11,2006,Percent,0.38
State,Tennessee,12 to 14,2006,Percent,0.17
State,Tennessee,15 to 17,2006,Percent,0.18
State,Tennessee,Total less than 18,2005,Number,1449326
State,Tennessee,0 to 4,2005,Number,392265
State,Tennessee,5 to 11,2005,Number,552824
State,Tennessee,12 to 14,2005,Number,252295
State,Tennessee,15 to 17,2005,Number,251942
State,Tennessee,Total less than 18,2005,Percent,1
State,Tennessee,0 to 4,2005,Percent,0.27
State,Tennessee,5 to 11,2005,Percent,0.38
State,Tennessee,12 to 14,2005,Percent,0.17
State,Tennessee,15 to 17,2005,Percent,0.17
State,Tennessee,Total less than 18,2004,Percent,1
State,Tennessee,0 to 4,2004,Percent,0.27
State,Tennessee,5 to 11,2004,Percent,0.38
State,Tennessee,12 to 14,2004,Percent,0.18
State,Tennessee,15 to 17,2004,Percent,0.17
State,Tennessee,Total less than 18,2004,Number,1433343
State,Tennessee,0 to 4,2004,Number,388506
State,Tennessee,5 to 11,2004,Number,547931
State,Tennessee,12 to 14,2004,Number,253481
State,Tennessee,15 to 17,2004,Number,243425
State,Tennessee,Total less than 18,2003,Number,1424861
State,Tennessee,0 to 4,2003,Number,385343
State,Tennessee,5 to 11,2003,Number,548773
State,Tennessee,12 to 14,2003,Number,251690
State,Tennessee,15 to 17,2003,Number,239055
State,Tennessee,Total less than 18,2002,Number,1414857
